ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number
NM4-286.3-18,375872,796319,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,18,21,6,,,,
NM4-288.1-18,375871,796320,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Platform missing. Fine broad flake,broken 47,27,8,,,,
NM4-293.1-18,375868,796335,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,54,54,21,,,,
NM4-294.2-18,375847,796405,NM4,Nether Mills 4,flint,1,,Light brown flint,,OK,Regular flake,Secondary,,,28,16,8,,,,
NM4-297.3-18,375873,796335,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,21,17,6,,,,,
NM4-301-18,375819,796321,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Regular flake,Inner,,,28,17,6,,,,
NM4-302-18,375850,796308,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,40,22,7,,,,
NM4-304-18,375841,796400,NM4,Nether Mills 4,flint,1,,Brown flint,,Frost shatter?,Regular flake,Secondary,,,22,13,3,,,,
NM4-305-18,375854,796319,NM4,Nether Mills 4,quartz,1,,Quartz,,OK,Regular flake,Secondary,,Pebble cortex,42,30,13,,,,
NM4-309-18,375809,796382,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,34,31,11,,,,
NM4-310-18,375864,796287,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platform,37,22,4,,,,
NM4-312.1-18,375821,796349,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Deep platform,36,28,13,,,,
NM4-314-18,375813,796360,NM4,Nether Mills 4,flint,1,,Light brown flint,,OK,Regular flake,Secondary,,Narrow platform,39,24,11,,,,
NM4-316-18,375888,796163,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,x,13,17,4,,,,
NM4-320-18,375881,796191,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,18,22,4,,,,
NM4-322-18,375854,796220,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Deep platform,50,39,13,,,,
NM4-325.1-18,375817,796350,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,flat platform,45,28,15,,,,
NM4-325.3-18,375817,796350,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,21,14,7,,,,
NM4-338-18,375856,796268,NM4,Nether Mills 4,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,,23,13,8,,,,
NM4-339.1-18,375884,796179,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,,27,20,8,,,,
NM4-341.2-18,375887,796167,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,21,20,6,,,,
NM4-348.4-18,375853,796184,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,,18,13,4,,,,
NM4-349.1-18,375855,796325,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,,20,34,7,,,,
NM4-352.2-18,375846,796336,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Narrow platform,43,21,11,,,,
NM4-359-18,375831,796346,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,Narrow platform,31,18,7,,,,
NM4-360.3-18,375883,796160,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,14,10,4,,,,
NM4-360.4-18,375883,796160,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,14,21,5,,,,
NM4-361.2-18,375854,796319,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,18,13,4,,,,
NM4-362-18,375858,796309,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Narrow platform,34,20,5,,,,
NM4-365-18,375855,796356,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Distal surviving,broken 20,25,7,,,,
NM4-369.2-18,375917,796201,NM4,Nether Mills 4,flint,1,,Dark grey flint,,OK,Regular flake,Secondary,,,24,17,10,,,,
NM4-375.1-18,375880,796183,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,35,27,9,,,,
NM4-375.2-18,375880,796183,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,19,18,4,,,,
NM4-377.2-18,375891,796171,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,16,13,3,,,,
NM4-380-18,375870,796176,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,22,23,9,,,,
NM4-381-18,375881,796314,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,Proximal surviving,,28,6,,,,
NM4-386.2-18,375847,796356,NM4,Nether Mills 4,flint,1,,Light grey flint,,OK,Regular flake,Inner,,Narrow platform,21,24,5,,,,
NM4-394-18,375816,796340,NM4,Nether Mills 4,flint,1,,Mottled light brown flint,,OK,Regular flake,Secondary,,Crushed platform,25,12,4,,,,
NM4-403-18,375838,796417,NM4,Nether Mills 4,flint,1,,Mottled red/grey flint,,OK,Regular flake,Inner,,,24,22,6,,,,
NM4-404-18,375925,796203,NM4,Nether Mills 4,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,Crushed platform,19,19,6,,,,
NM4-407-18,375877,796153,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,17,21,9,,,,
NM4-409-18,375835,796404,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,27,22,6,,,,
NM4-411.1-18,375821,796361,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,28,31,13,,,,
NM4-417-18,375839,796306,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,39,20,6,,,,
NM4-419-18,375884,796165,NM4,Nether Mills 4,flint,1,,Translucent grey flint,,OK,Regular flake,Secondary,,,29,13,5,,,,
NM4-420.2-18,375883,796332,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,31,21,7,,,,
NM4-423-18,375916,796207,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,19,19,6,,,,
NM4-426-18,375835,796348,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,37,32,10,,,,
NM4-430-18,375857,796193,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,22,14,4,,,,
NM4-433-18,375844,796318,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,53,23,16,,,,
NM4-438-18,375866,796166,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,22,30,7,,,,
NM4-439-18,375870,796319,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,29,24,7,,,,
NM4-440-18,375803,796317,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platform,24,17,5,,,,
NM4-442-18,375822,796327,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Inner,,flat platform,19,19,5,,,,
NM4-444-18,375842,796334,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,30,20,13,,,,
NM4-445-18,375861,796337,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,15,24,7,,,,
NM4-446-18,375868,796192,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,20,20,5,,,,
NM4-447.2-18,375873,796177,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Inner,,,24,12,9,,,,
NM4-449.2-18,375852,796368,NM4,Nether Mills 4,flint,1,,Translucent grey flint,,OK,Regular flake,Secondary,,,18,19,8,,,,
NM4-457.1-18,375864,796330,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Secondary,,,35,23,11,,,,
NM4-458.2-18,375911,796190,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Inner,,,17,16,6,,,,
NM4-462-18,375883,796177,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,19,25,8,,,,
NM4-470-18,375832,796304,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,Flat platform,17,22,3,,,,
NM4-477-18,375850,796252,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Inner,,,18,9,3,,,,
NM4-480-18,375849,796255,NM4,Nether Mills 4,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,,18,9,4,,,,
NM4-483-18,375831,796377,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,25,19,8,,,,
NM4-497-18,375857,796219,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,19,14,3,,,,
NM4-499-18,375869,796288,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,14,17,5,,,,
NM4-500-18,375834,796279,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,25,23,4,,,,
NM4-502-18,375805,796376,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,39,28,8,,,,
NM4-505.1-18,375808,796327,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,,28,35,14,,,,
NM4-510-18,375827,796309,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,20,11,3,,,,
NM4-516.2-18,375852,796300,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,29,17,7,,,,
NM4-528-18,375842,796378,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,24,32,9,,,,
NM4-531.2-18,375862,796306,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Deep platform,53,31,17,,,,
NM4-537.3-18,375826,796329,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,14,20,5,,,,
NM4-540-18,375850,796278,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,22,18,7,,,,
NM4-542-18,375819,796320,NM4,Nether Mills 4,flint,1,,Translucent grey flint,,OK,Regular flake,Inner,,,22,13,4,,,,
NM4-546.1-18,375892,796170,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,51,27,9,,,,
NM4-546.2-18,375892,796170,NM4,Nether Mills 4,,1,,Grey flint,,OK,Regular flake,Inner,,,30,broken 18,7,,,,
NM4-546.3-18,375892,796170,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Inner,,,34,24,11,,,,
NM4-548-18,375846,796308,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,24,32,11,,,,
NM4-549-18,375878,796124,NM4,Nether Mills 4,flint,1,,Brown flint,,patinated?,Regular flake,Secondary,,flat platform,37,26,9,,,,
NM4-551.1-18,375860,796330,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,28,26,10,,,,
NM4-554-18,375832,796253,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Inner,,,16,15,5,,,,
NM4-556-18,375900,796206,NM4,Nether Mills 4,flint,1,,Grey flint,,OK,Regular flake,Secondary,,,23,14,7,,,,
NM4-562-18,375894,796223,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,19,17,6,,,,
NM4-563-18,375847,796245,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Primary,,,34,33,19,,,,
NM4-569-18,375808,796326,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,17,20,4,,,,
NM4-572.2-18,375842,796364,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,20,17,5,,,,
NM4-573-18,375845,796361,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,36,19,7,,,,
NM4-580-18,375829,796296,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,28,19,7,,,,
NM4-583-18,375857,796348,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,flat platform,60,27,14,,,,
NM4-592.3-18,375883,796160,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Flat platform,18,24,4,,,,
NM4-593-18,375836,796244,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,20,24,6,,,,
NM4-602.2-18,375860,796300,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Narrow platform,11,22,2,,,,
NM4-604-18,375897,796189,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,52,32,8,,,,
NM4-609.1-18,375855,796317,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,,31,21,10,,,,
NM4-613-18,375818,796293,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Inner,,,19,13,3,,,,
NM4-615.1-18,375825,796320,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,Crushed platform,25,17,5,,,,
NM4-617.2-18,375826,796330,NM4,Nether Mills 4,,1,,Brown flint,,OK,Regular flake,Inner,,,18,19,4,,,,
NM4-617.3-18,375826,796330,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Inner,,,27,15,7,,,,
NM4-618.2-18,375837,796349,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,35,20,9,,,,
NM4-620-18,375903,796181,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Narrow platform,27,17,4,,,,
NM4-621-18,375888,796193,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,33,21,5,,,,
NM4-622.1-18,375830,796303,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Narrow platform,52,29,12,,,,
NM4-622.2-18,375830,796303,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,Narrow platform,33,23,4,,,,
NM4-624-18,375866,796213,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,25,17,8,,,,
NM4-625.1-18,375849,796334,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Primary,,,40,34,14,,,,
NM4-625.2-18,375849,796334,NM4,Nether Mills 4,flint,1,,Mottled red flint,,OK,Regular flake,Secondary,,,16,18,2,,,,
NM4-628-18,375884,796156,NM4,Nether Mills 4,,1,,Mottled red flint,,OK,Regular flake,Secondary,,,22,15,6,,,,
NM4-628-18,375884,796156,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,18,19,5,,,,
NM4-637-18,375904,796338,NM4,Nether Mills 4,flint,1,,Red flint,,Frost shatter?,Regular flake,Inner,,,19,14,4,,,,
NM4-638.1-18,375875,796183,NM4,Nether Mills 4,,1,,Brown flint,,OK,Regular flake,Secondary,,,28,15,9,,,,
NM4-638.2-18,375875,796183,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,34,22,9,,,,
NM4-641-18,375888,796193,NM4,Nether Mills 4,flint,1,,Quartz,,OK,Regular flake,Inner,,,46,23,14,,,,
NM4-643.3-18,375860,796330,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,32,28,10,,,,
NM4-649-18,375854,796365,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,Flat platform,34,24,7,,,,
NM4-651-18,375922,796192,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,24,19,6,,,,
NM4-652-18,375886,796358,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Primary,,,59,46,17,,,,
NM4-655.1-18,375857,796445,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,deep platform.,2,30,9,,,,
NM4-656.3-18,375898,796335,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,15,28,5,,,,
NM4-664-18,375903,796249,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,24,28,10,,,,
NM4-665.1-18,375833,796380,NM4,Nether Mills 4,,1,,Orange flint,,OK,Regular flake,Inner,,,19,10,3,,,,
NM4-666.2-18,375874,796357,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,31,21,5,,,,
NM4-666.3-18,375874,796357,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,18,14,3,,,,
NM4-667-18,375883,796369,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,Flat platform,43,30,9,,,,
NM4-678.2-18,375890,796355,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,24,23,12,,,,
NM4-682-18,375863,796336,NM4,Nether Mills 4,flint,1,,Mottled red flint,,Frost shatter?,Regular flake,Secondary,,,42,23,10,,,,
NM4-683-18,375872,796389,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,38,23,5,,,,
NM4-685-18,375892,796343,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,29,20,5,,,,
NM4-686-18,375882,796280,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,16,13,4,,,,
NM4-687.1-18,375875,796331,NM4,Nether Mills 4,,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,deep platform.,35,24,10,,,,
NM4-692-18,375872,796418,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Primary,,18,18,20,5,,,,
NM4-694.2-18,375863,796345,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,39,32,11,,,,
NM4-694.9-18,375863,796345,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,11,10,3,,,,
NM4-694.10-18,375863,796345,NM4,Nether Mills 4,flint,1,,Calcined flint,,Burnt,Regular flake,Inner,,,21,16,4,,,,
NM4-695-18,375870,796343,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,16,16,3,,,,
NM4-701.2-18,375868,796329,NM4,Nether Mills 4,flint,1,,Red flint,,OK,Regular flake,Secondary,,,22,14,3,,,,
NM4-705.1-18,375872,796360,NM4,Nether Mills 4,,1,,Brown flint,,OK,Regular flake,Secondary,,,39,51,20,,,,
NM4-706.2-18,375883,796383,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,Frost shatter?,Regular flake,Secondary,,distal surviving,,26,12,,,,
NM4-709.1-18,375864,796325,NM4,Nether Mills 4,flint,1,,Mottled light grey flint,,OK,Regular flake,Inner,,,21,14,4,,,,
NM4-711-18,375876,796366,NM4,Nether Mills 4,flint,1,,Translucent brown flint,,OK,Regular flake,Inner,,Flat platform,27,22,5,,,,
NM4-713.1-18,375883,796360,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,Flat platform,52,41,13,,,,
NM4-716-18,375914,796280,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,19,14,7,,,,
NM4-718-18,375867,796327,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,27,20,5,,,,
NM4-721.3-18,375872,796323,NM4,Nether Mills 4,,1,,Calcined flint,,Burnt,Regular flake,Inner,,,27,14,6,,,,
NM4-721.4-18,375872,796323,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,49,34,15,,,,
NM4-726.1-18,375889,796341,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Inner,,Distinctive hard hammer ripples,57,57,14,,,,
NM4-726.2-18,375889,796341,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,29,21,9,,,,
NM4-731.2-18,375894,796332,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,35,22,4,,,,
NM4-738-18,375848,796281,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,28,31,9,,,,
NM4-744-18,375866,796386,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,27,19,9,,,,
NM4-748.2-18,375841,796438,NM4,Nether Mills 4,flint,1,,Brown flint,,OK,Regular flake,Secondary,,,22,12,4,,,,
NM4-755-18,375886,796348,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,flat platform,31,34,5,,,,
NM4-758.2-18,375849,796324,NM4,Nether Mills 4,,1,,Mottled light grey flint,,OK,Regular flake,Inner,,,20,11,4,,,,
NM4-761-18,375866,796412,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,19,14,4,,,,
NM4-762.3-18,375871,796351,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,29,23,9,,,,
NM4-765.3-18,375891,796357,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,18,23,5,,,,
NM4-766.3-18,375875,796350,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,16,20,7,,,,
NM4-771.2-18,375878,796357,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,flat platform,13,27,3,,,,
NM4-771.4-18,375878,796357,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,18,15,7,,,,
NM4-775-18,375919,796272,NM4,Nether Mills 4,quartz,1,,Quartz,,OK,Regular flake,Inner,,,24,31,9,,,,
NM4-776.2-18,375879,796327,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,23,19,6,,,,
NM4-777.2-18,375879,796365,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,20,15,5,,,,
NM4-779-18,375839,796358,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,17,15,7,,,,
NM4-780-18,375880,796353,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,29,22,8,,,,
NM4-784.1-18,375907,796198,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,27,12,7,,,,
NM4-786-18,375837,796364,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Inner,,,44,25,7,,,,
NM4-787-18,375871,796287,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,21,15,4,,,,
NM4-790-18,375893,796184,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,48,29,11,,,,
NM4-791-18,375874,796197,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,24,15,6,,,,
NM4-797.2-18,375852,796350,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Secondary,,,30,27,9,,,,
NM4-803.1-18,375878,796182,NM4,Nether Mills 4,,1,,Mottled brown flint,,OK,Regular flake,Inner,,,22,15,4,,,,
NM4-805-18,375874,796200,NM4,Nether Mills 4,flint,1,,Toffee-coloured flint,,OK,Regular flake,Inner,,,19,24,7,,,,
NM4-809-18,375828,796314,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Secondary,,,42,36,10,,,,
NM4-810.1-18,375850,796332,NM4,Nether Mills 4,,1,,Mottled grey flint,,OK,Regular flake,Secondary,,flat platform,24,22,7,,,,
NM4-814.2-18,375837,796346,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,23,15,3,,,,
NM4-817-18,375874,796228,NM4,Nether Mills 4,flint,1,,Mottled grey flint,,OK,Regular flake,Primary,,,22,17,7,,,,
NM4-827-18,375887,796176,NM4,Nether Mills 4,flint,1,,Mottled brown flint,,OK,Regular flake,Inner,,,21,23,3,,,,
