ID,X,Y,Code,Location,OrigType,Number,Spot date,Raw material,Total (AC),Condition,Type,SubType,Classification,Description,ML,MW,MTh,SD Ref,AC Number,Photo?,Bag Number,X_OUT,Y_OUT,X_QC,Y_QC,Grid Ref,Lat,Long,,TypeUnique
EP1-112.1-19,379290,798034,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Knife form,distal missing. Light edge retouch on one edge at distal end. Use as knife on opposite edge,broken 32,12,5,,,,,379290,798034,0,0,NO7929098034,57.072862,-2.3432075,,
EP1-147-19,379193,798093,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Knife form,Fine semi invasive retouch from one side. Opposite edge cortex. Platform missing,39,27,9,,,,,379193,798093,0,0,NO7919398093,57.073387,-2.3448122,,
EP1-21-19,379303,798115,EP1,East Park 1,flint,1,,Brown flint,,OK,Retouched blade,Inner,Knife form,"Acute edge retouch along right edge at distal end on dorasl. Acute, almost invasive retouch on opposite side and ventral face at distal end",34,14,3,,,,,379303,798115,0,0,NO7930398115,57.07359,-2.3429998,,
EP1-52-19,379358,798072,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Secondary,Knife form,Nibbling blunting edge retouch down one side,37,17,5,,,,,379358,798072,0,0,NO7935898072,57.073206,-2.3420891,,
EP1-93.2-19,379426,798115,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Inner,Knife form,Deep flat platform. Side-shot blade. Long straight edge has been retouched with acute thinning flakes then edge damage from use,46,28,9,,,,,379426,798115,0,0,NO7942698115,57.073595,-2.3409711,,
EP1-1465-19,379282,797962,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Microburin/ lamelle a cran,notched on one side and snapped at narrowest,24,13,3,,,,,379282,797962,0,0,NO7928297962,57.072215,-2.3433335,,
EP1-601.1-19,379300,798032,EP1,East Park 1,flint,1,,Translucent light grey flint,,OK,Retouched blade,Inner,Microlith,Broad geometric,24,10,4,,,,,379300,798032,0,0,NO7930098032,57.072844,-2.3430424,,
EP1-1364.3-19,379325,797944,EP1,East Park 1,flint,1,,Brown flint,,OK,Retouched blade,Inner,Microlith backed blade,,13,5,2,,,,,379325,797944,0,0,NO7932597944,57.072055,-2.3426228,,
EP1-1437.3-19,379442,798043,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Microlith backed blade,partially backed along half of length of one side,21,7,2,,,,,379442,798043,0,0,NO7944298043,57.072949,-2.3407013,,
EP1-1652-19,379588,798154,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Microlith backed blade,,19,6,3,,,,,379588,798154,0,0,NO7958898154,57.073953,-2.3383024,,
EP1-916-19,379530,798128,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,microlith crescent,,16,4,2,,,,,379530,798128,0,0,NO7953098128,57.073717,-2.3392569,,
EP1-1453.1-19,379595,798188,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,microlith crescent/curved scalene,abrupt er down both sides forming asymm crescent or curved scalene,15,5,3,,,,,379595,798188,0,0,NO7959598188,57.074259,-2.3381898,,
EP1-1359.2-19,379428,797990,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Microlith fragment,backed down one side,broken 17,9,3,,,,,379428,797990,0,0,NO7942897990,57.072473,-2.3409279,,
EP1-1571.3-19,379490,798079,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Microlith fragment,backed one side,broken 15,8,3,,,,,379490,798079,0,0,NO7949098079,57.073275,-2.3399126,,
EP1-1756.1-19,379497,798069,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Microlith fragment,partially backed along half of length of one side,15,7,2,,,,,379497,798069,0,0,NO7949798069,57.073185,-2.3397963,,
EP1-823.7-19,379565,798168,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Microlith fragment,prob crescent,broken 12,6,3,,,,,379565,798168,0,0,NO7956598168,57.074078,-2.3386829,,
EP1-827.2-19,379259,797954,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Microlith fragment,Backed on one side of frag,broken 14,4,3,,,,,379259,797954,0,0,NO7925997954,57.072142,-2.3437121,,
EP1-956.1-19,379433,798062,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Microlith fragment,backed down one side,broken 18,7,3,,,,,379433,798062,0,0,NO7943398062,57.07312,-2.3408513,,
EP1-1576.4-19,379514,798069,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,microlith scalene triangle,,15,6,3,,,,,379514,798069,0,0,NO7951498069,57.073186,-2.339516,,
EP1-218-19,379319,798130,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Secondary,Notched,notch making shoulde on one side,40,18,6,,,,,379319,798130,0,0,NO7931998130,57.073725,-2.3427372,,
EP1-469-19,379580,798188,EP1,East Park 1,flint,1,,Mottled brown flint,,OK,Retouched blade,Inner,notched,Prox surviving. Single notch worked towards prox end on one side,broken 30,15,5,,,,,379580,798188,0,0,NO7958098188,57.074258,-2.3384372,,
EP1-1222.2-19,379504,798036,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Notched blade,shallow notch on side of blade fragment,broken 12,9,3,,,,,379504,798036,0,0,NO7950498036,57.072889,-2.3396782,,
EP1-1571.4-19,379490,798079,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Notched blade,shallow notch truncated by breakage,broken 17,11,4,,,,,379490,798079,0,0,NO7949098079,57.073275,-2.3399126,,
EP1-1684.4-19,379433,798050,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched blade,Inner,Notched blade,full notch,broken 17,10,3,,,,,379433,798050,0,0,NO7943398050,57.073012,-2.3408503,,
EP1-696-19,379491,798112,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Notched blade,shallow notch in centre of one edge,32,11,4,,,,,379491,798112,0,0,NO7949198112,57.073571,-2.3398988,,
EP1-319.1-19,379277,797956,EP1,East Park 1,flint,1,,Brown flint,,OK,Retouched blade,Inner,Oblique blunted blade,,24,7,3,,,,,379277,797956,0,0,NO7927797956,57.07216,-2.3434154,,
EP1-1039-19,379518,798084,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Obliquely blunted blade,abrupt er diagonally across distal,29,10,3,,,,,379518,798084,0,0,NO7951898084,57.073321,-2.3394512,,
EP1-1072.1-19,379493,798077,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Obliquely blunted blade,abrupt ar diagonally across distal end,broken 28,7,3,,,,,379493,798077,0,0,NO7949398077,57.073257,-2.339863,,
EP1-1789.2-19,379462,798045,EP1,East Park 1,flint,1,,pale pink flint,,OK,Retouched blade,Inner,Obliquely blunted blade,slight curved oblique distal end,broken 25,11,4,,,,,379462,798045,0,0,NO7946298045,57.072968,-2.3403716,,
EP1-1828.1-19,379518,798096,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Obliquely blunted blade,possible breakage at shouldered tip originally an awl?,29,15,3,,,,,379518,798096,0,0,NO7951898096,57.073429,-2.3394522,,
EP1-810.5-19,379516,798098,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Obliquely blunted blade,irregular retouch across distal end,22,12,3,,,,,379516,798098,0,0,NO7951698098,57.073447,-2.3394854,,
EP1-844.2-19,379572,798173,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,Obliquely blunted blade,abrupt er diagonally across dstal continuing down side,24,9,3,,,,,379572,798173,0,0,NO7957298173,57.074123,-2.3385679,,
EP1-417-19,379351,798008,EP1,East Park 1,flint,1,,Mottled light grey flint,,OK,Retouched blade,Inner,Obliue blunted blade,,23,14,5,,,,,379351,798008,0,0,NO7935198008,57.072631,-2.3421993,,
EP1-1230-19,379403,797983,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched blade,Inner,obliue truncation,snapped obliuely across distal end. Short diagonal length of abrupt er on opposite side,23,12,4,,,,,379403,797983,0,0,NO7940397983,57.072409,-2.3413396,,
EP1-630-19,379548,798175,EP1,East Park 1,flint,1,,Mottled light grey flint,,OK,Retouched blade,Inner,obliue truncation,snapped obliuely. Opposite edge has irregular damage along diagonal length,broken 33,15,6,,,,,379548,798175,0,0,NO7954898175,57.07414,-2.3389639,,
EP1-669-19,379597,798174,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,obliue truncation,snapped obliquely.,broken 32,11,5,,,,,379597,798174,0,0,NO7959798174,57.074133,-2.3381556,,
EP1-706-19,379412,798080,EP1,East Park 1,flint,1,,Mottled red/grey flint,,Ok,Retouched flake,Inner,scaper,Prob LN. Irregular edge round most of oval flake,29,26,11,,,,,379412,798080,0,0,NO7941298080,57.07328,-2.3411992,,
EP1-727-19,379432,798101,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,scaper,Half of a narrow pebble with steep scraper edge around end and one side- opposite side damaged?,36,24,13,,,,,379432,798101,0,0,NO7943298101,57.07347,-2.340871,,
EP1-1094-19,379269,797947,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Retouched flake,Inner,Scraper,fragment of scraper edge - LN?,broken 14,broken 21,8,,,,,379269,797947,0,0,NO7926997947,57.072079,-2.3435466,,
EP1-738.2-19,379261,797996,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Retouched flake,Inner,Scraper,Tanged - scraper edge round most of oval flake with 'tanged' end. LN,31,22,9,,,,,379261,797996,0,0,NO7926197996,57.072519,-2.3436826,,
EP1-1080-19,379339,797983,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Broken across proximal. Deep scraper edge atound distal end. LN,broken 21,33,11,,,,,379339,797983,0,0,NO7933997983,57.072406,-2.3423951,,
EP1-1135-19,379422,797991,EP1,East Park 1,flint,1,,Brown flint,,OK,Retouched flake,Inner,Scraper,Shallow flake. Abrupt er around most of circular flake,22,22,7,,,,,379422,797991,0,0,NO7942297991,57.072481,-2.3410269,,
EP1-122-19,379306,798099,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched flake,Inner,scraper,circular flat thumbnail,18,17,6,,,,,379306,798099,0,0,NO7930698099,57.073446,-2.342949,,
EP1-143-19,379524,798184,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched flake,Secondary,scraper,Partial acute scraper edge on one side. Long sharp edge on opposite side. Deep crushed platform,37,31,11,,,,,379524,798184,0,0,NO7952498184,57.07422,-2.3393605,,
EP1-144.1-19,379210,798006,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Step er around curved distal end of shallow flake makes robust scraper. Crushed primary platform.,42,35,12,,,,,379210,798006,0,0,NO7921098006,57.072607,-2.3445246,,
EP1-1521-19,379416,797996,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,scraper,distal end scraper on thick oval flake - thinning on prox end? ?LN,28,24,14,,,,,379416,797996,0,0,NO7941697996,57.072526,-2.3411263,,
EP1-1632-19,379402,798020,EP1,East Park 1,flint,1,,Light brown flint,,OK,Retouched flake,Secondary,scraper,fragment - snapped across prox end. Distal end steep scraper,broken 19,20,9,,,,,379402,798020,0,0,NO7940298020,57.072741,-2.3413591,,
EP1-1758.4-19,379418,798036,EP1,East Park 1,flint,1,,Toffee coloured flint,,OK,Retouched flake,Inner,scraper,Shallow flake. Abrupt er around distal end. Pointed prox end - for hafting?,22,16,3,,,,,379418,798036,0,0,NO7941898036,57.072885,-2.3410966,,
EP1-328.2-19,379569,798188,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Slight scraper edge towards distal end on one side. Flake from MP core,38,26,13,,,,,379569,798188,0,0,NO7956998188,57.074258,-2.3386186,,
EP1-386-19,379564,798133,EP1,East Park 1,flint,1,,Mottled brown flint,,OK,Retouched flake,Inner,Scraper,End scraper,27,21,9,,,,,379564,798133,0,0,NO7956498133,57.073763,-2.3386965,,
EP1-733-19,379584,798168,EP1,East Park 1,flint,1,,Toffee coloured flint,,Ok,Retouched flake,Secondary,Scraper,Shallow flake with semi-invasive flaking on end and one side. LN,28,21,6,,,,,379584,798168,0,0,NO7958498168,57.074079,-2.3383695,,
EP1-990-19,379438,798038,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Secondary,Scraper,Thick primary flake . Proximal missing. Steep er around distal end and sides,broken 32,28,18,,,,,379438,798038,0,0,NO7943898038,57.072904,-2.3407669,,
EP1-666.1-19,379210,797951,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Inner,Scraper fragment,prob LN,broken 22,broken 26,11,,,,,379210,797951,0,0,NO7921097951,57.072113,-2.34452,,
EP1-513.2-19,379501,798140,EP1,East Park 1,flint,1,,Light grey flint,,OK,Retouched blade,Inner,Shouldered point? Triangular microlith?,,31,11,3,,,,,379501,798140,0,0,NO7950198140,57.073823,-2.3397362,,
EP1-206-19,379420,798212,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Inner,Strike-a-light?,Thick core trimming flake with battered edges as if from use as Strike-a-light,24,25,10,,,,,379420,798212,0,0,NO7942098212,57.074467,-2.3410781,,
EP1-381.3-19,379570,798116,EP1,East Park 1,flint,1,,Mottled light grey flint,,OK,Retouched flake,Inner,Thumbnail scraper,,21,19,7,,,,,379570,798116,0,0,NO7957098116,57.073611,-2.3385962,,
EP1-482-19,379332,798039,EP1,East Park 1,flint,1,,Mottled grey flint,,OK,Retouched flake,Inner,Thumbnail scraper,Shallow flake snapped one side poss where hafted as steep er around end and sides,19,26,7,,,,,379332,798039,0,0,NO7933298039,57.072909,-2.3425152,,
EP1-543-19,379511,798097,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched flake,Inner,Thumbnail scraper,Shallow flake snapped one end poss where hafted as steep er around end and sides,broken 18,21,7,,,,,379511,798097,0,0,NO7951198097,57.073438,-2.3395677,,
EP1-708-19,379441,798079,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched flake,Inner,Thumbnail scraper,,20,14,8,,,,,379441,798079,0,0,NO7944198079,57.073273,-2.3407208,,
EP1-914.2-19,379571,798170,EP1,East Park 1,flint,1,,Grey flint,,OK,Retouched flake,Primary,Thumbnail scraper,made on circular primary flake,21,21,9,,,,,379571,798170,0,0,NO7957198170,57.074096,-2.3385841,,
EP1-572-19,379250,797948,EP1,East Park 1,flint,2,,Flint,,Burnt,Small flake,,,,,,,,,,,379250,797948,0,0,NO7925097948,57.072087,-2.3438601,,
EP1-1123.1-19,379401,797983,EP1,East Park 1,flint,3,,flint,,burnt,Small flake,,,,,,,,,,,379401,797983,0,0,NO7940197983,57.072409,-2.3413726,,
EP1-1207-19,379431,797982,EP1,East Park 1,flint,4,,flint,,burnt,Small flake,,,,,,,,,,,379431,797982,0,0,NO7943197982,57.072401,-2.3408777,,
EP1-1350-19,379238,797946,EP1,East Park 1,flint,1,,Grey flint,,burnt,Small flake,,,,,,,,,,,379238,797946,0,0,NO7923897946,57.072069,-2.3440578,,
EP1-1029-19,379503,798082,EP1,East Park 1,flint,1,,Red flint,,burnt,Small flake,,,,,,,,,,,379503,798082,0,0,NO7950398082,57.073303,-2.3396985,,
EP1-16-19,379286,798100,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379286,798100,0,0,NO7928698100,57.073454,-2.343279,,
EP1-18-19,379372,798138,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379372,798138,0,0,NO7937298138,57.0738,-2.3418637,,
EP1-47-19,379322,798048,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379322,798048,0,0,NO7932298048,57.072989,-2.3426809,,
EP1-62-19,379298,798035,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379298,798035,0,0,NO7929898035,57.072871,-2.3430756,,
EP1-120-19,379261,798028,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379261,798028,0,0,NO7926198028,57.072807,-2.3436853,,
EP1-121.1-19,379275,798036,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379275,798036,0,0,NO7927598036,57.072879,-2.3434551,,
EP1-256-19,379278,798095,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379278,798095,0,0,NO7927898095,57.073409,-2.3434105,,
EP1-359-19,379585,798191,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379585,798191,0,0,NO7958598191,57.074285,-2.3383549,,
EP1-365.1-19,379386,798081,EP1,East Park 1,flint,2,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379386,798081,0,0,NO7938698081,57.073288,-2.3416281,,
EP1-717.6-19,379567,798171,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379567,798171,0,0,NO7956798171,57.074105,-2.3386502,,
EP1-817.1-19,379469,798128,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379469,798128,0,0,NO7946998128,57.073714,-2.340263,,
EP1-1098-19,379542,798104,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379542,798104,0,0,NO7954298104,57.073502,-2.339057,,
EP1-1140-19,379329,797941,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379329,797941,0,0,NO7932997941,57.072028,-2.3425566,,
EP1-1353-19,379514,798054,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379514,798054,0,0,NO7951498054,57.073051,-2.3395147,,
EP1-1384.1-19,379531,798098,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379531,798098,0,0,NO7953198098,57.073447,-2.339238,,
EP1-1419.4-19,379407,798030,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379407,798030,0,0,NO7940798030,57.072831,-2.3412775,,
EP1-1441.1-19,379483,798082,EP1,East Park 1,flint,2,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379483,798082,0,0,NO7948398082,57.073302,-2.3400283,,
EP1-1452-19,379558,798124,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379558,798124,0,0,NO7955898124,57.073682,-2.3387948,,
EP1-1466.3-19,379526,798075,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379526,798075,0,0,NO7952698075,57.073241,-2.3393185,,
EP1-1568.1-19,379544,798111,EP1,East Park 1,flint,3,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379544,798111,0,0,NO7954498111,57.073565,-2.3390246,,
EP1-1602.1-19,379524,798076,EP1,East Park 1,flint,3,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379524,798076,0,0,NO7952498076,57.07325,-2.3393516,,
EP1-1764-19,379508,798079,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379508,798079,0,0,NO7950898079,57.073276,-2.3396157,,
EP1-1792-19,379594,798155,EP1,East Park 1,flint,1,,Burnt flint,,Calcined,Small flake,,,,,,,,,,,379594,798155,0,0,NO7959498155,57.073962,-2.3382035,,
EP1-1141.1-19,379322,797953,EP1,East Park 1,flint,2,,flint,,Calcined,Small flake,,,,,,,,,,,379322,797953,0,0,NO7932297953,57.072136,-2.342673,,
EP1-1385-19,379514,798099,EP1,East Park 1,flint,2,,flint,,Calcined,Small flake,,,,,,,,,,,379514,798099,0,0,NO7951498099,57.073456,-2.3395184,,
EP1-1566.1-19,379410,797993,EP1,East Park 1,flint,2,,flint,,Calcined,Small flake,,,,,,,,,,,379410,797993,0,0,NO7941097993,57.072499,-2.341225,,
EP1-1645.2-19,379498,798033,EP1,East Park 1,flint,1,,Grey flint,,Frost shatter,Small flake,,,,,,,,,,,379498,798033,0,0,NO7949898033,57.072862,-2.3397769,,
EP1-30-19,379299,798050,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379299,798050,0,0,NO7929998050,57.073006,-2.3430604,,
EP1-63-19,379296,798095,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379296,798095,0,0,NO7929698095,57.07341,-2.3431136,,
EP1-87-19,379325,798059,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379325,798059,0,0,NO7932598059,57.073088,-2.3426323,,
EP1-108-19,379223,798028,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379223,798028,0,0,NO7922398028,57.072805,-2.344312,,
EP1-112.2-19,379290,798034,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379290,798034,0,0,NO7929098034,57.072862,-2.3432075,,
EP1-150-19,379178,797990,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379178,797990,0,0,NO7917897990,57.072461,-2.345051,,
EP1-151-19,379526,798204,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379526,798204,0,0,NO7952698204,57.074399,-2.3393291,,
EP1-167-19,379402,798103,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379402,798103,0,0,NO7940298103,57.073487,-2.341366,,
EP1-175.2-19,379293,798055,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379293,798055,0,0,NO7929398055,57.073051,-2.3431598,,
EP1-179-19,379327,798066,EP1,East Park 1,flint,2,,Brown flint,,OK,Small flake,,,,,,,,,,,379327,798066,0,0,NO7932798066,57.073151,-2.3425999,,
EP1-194-19,379533,798199,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379533,798199,0,0,NO7953398199,57.074355,-2.3392133,,
EP1-199-19,379282,798085,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379282,798085,0,0,NO7928298085,57.07332,-2.3433437,,
EP1-212-19,379310,798114,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379310,798114,0,0,NO7931098114,57.073581,-2.3428843,,
EP1-335.3-19,379323,798043,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379323,798043,0,0,NO7932398043,57.072944,-2.342664,,
EP1-366-19,379500,798098,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379500,798098,0,0,NO7950098098,57.073446,-2.3397492,,
EP1-407.1-19,379342,798035,EP1,East Park 1,,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379342,798035,0,0,NO7934298035,57.072873,-2.34235,,
EP1-585-19,379384,798025,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379384,798025,0,0,NO7938498025,57.072785,-2.3416564,,
EP1-598-19,379251,798002,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379251,798002,0,0,NO7925198002,57.072573,-2.3438481,,
EP1-690.1-19,379568,798172,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379568,798172,0,0,NO7956898172,57.074114,-2.3386338,,
EP1-719-19,379281,797992,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379281,797992,0,0,NO7928197992,57.072484,-2.3433525,,
EP1-771.1-19,379488,798107,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379488,798107,0,0,NO7948898107,57.073526,-2.3399479,,
EP1-870.2-19,379228,797945,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379228,797945,0,0,NO7922897945,57.072059,-2.3442227,,
EP1-905-19,379346,798026,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379346,798026,0,0,NO7934698026,57.072792,-2.3422832,,
EP1-914.3-19,379571,798170,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379571,798170,0,0,NO7957198170,57.074096,-2.3385841,,
EP1-936-19,379354,798054,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379354,798054,0,0,NO7935498054,57.073044,-2.3421536,,
EP1-938-19,379360,798010,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379360,798010,0,0,NO7936098010,57.072649,-2.342051,,
EP1-951-19,379295,797984,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379295,797984,0,0,NO7929597984,57.072413,-2.3431209,,
EP1-1000.1-19,379335,797996,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379335,797996,0,0,NO7933597996,57.072522,-2.3424622,,
EP1-1062.3-19,379490,798084,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379490,798084,0,0,NO7949098084,57.07332,-2.339913,,
EP1-1103.2-19,379388,797985,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379388,797985,0,0,NO7938897985,57.072426,-2.3415872,,
EP1-1129-19,379534,798108,EP1,East Park 1,flint,2,,Brown flint,,OK,Small flake,,,,,,,,,,,379534,798108,0,0,NO7953498108,57.073537,-2.3391893,,
EP1-1149.1-19,379461,798006,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379461,798006,0,0,NO7946198006,57.072618,-2.3403849,,
EP1-1169-19,379530,798104,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379530,798104,0,0,NO7953098104,57.073501,-2.3392549,,
EP1-1190-19,379525,798051,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379525,798051,0,0,NO7952598051,57.073025,-2.3393331,,
EP1-1191.1-19,379551,798115,EP1,East Park 1,flint,2,,Brown flint,,OK,Small flake,,,,,,,,,,,379551,798115,0,0,NO7955198115,57.073601,-2.3389095,,
EP1-1195.1-19,379600,798181,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379600,798181,0,0,NO7960098181,57.074196,-2.3381067,,
EP1-1199.3-19,379511,798068,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379511,798068,0,0,NO7951198068,57.073177,-2.3395654,,
EP1-1252-19,379496,798066,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379496,798066,0,0,NO7949698066,57.073158,-2.3398126,,
EP1-1279.1-19,379440,798040,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379440,798040,0,0,NO7944098040,57.072922,-2.3407341,,
EP1-1342.2-19,379317,797956,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379317,797956,0,0,NO7931797956,57.072162,-2.3427557,,
EP1-1397.7-19,379449,798055,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379449,798055,0,0,NO7944998055,57.073058,-2.3405869,,
EP1-1509.2-19,379488,798021,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379488,798021,0,0,NO7948898021,57.072754,-2.3399408,,
EP1-1517.1-19,379280,797959,EP1,East Park 1,flint,1,,Brown flint,,OK,Small flake,,,,,,,,,,,379280,797959,0,0,NO7928097959,57.072188,-2.3433662,,
